Response ID,"To begin, please tell us which of these is true for your housing during the 2022-2023 academic year?",Do you have someone at CU Boulder you consider a mentor?,What is your likelihood of returning to CU Boulder in fall 2023?,How do you describe your race/ethnicity? Please select all that apply. - Selected Choice,Are you currently receiving financial aid? (Select all that apply),Entry_Type,FirstGen_Status,School_College,Please indicate your level of agreement with each of the following statements. - I belong at CU Boulder.,Please indicate your level of agreement with each of the following statements. - I fit in well at CU Boulder.,Please indicate your level of agreement with each of the following statements. - People at CU Boulder accept me.,Please indicate your level of agreement with each of the following statements. - I feel a connection with the CU Boulder community.,Please indicate your level of agreement with each of the following statements. - People on campus are generally supportive of my individual needs.,Please indicate your level of agreement with each of the following statements. - There are people on campus who are genuinely interested in me as a person.,Please indicate your level of agreement with each of the following statements. - There are people on campus who care about my future.
R_3JaA4DUNOYZCr2v,I lived in housing provided by CU for the entire year,No,Certain,Black or African American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,,Slightly agree,Slightly disagree
R_O0wJSP5bd7OGQcp,I lived in housing provided by CU for part of the year,No,Almost certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Agree,Slightly agree,Agree
R_2aEsbVORTNHGpa0,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_2cuZ5hP9LMOYzzB,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3FWnXLzrt5rBpy0,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",T,0,Program in Exploratory Studies,Agree,,Agree,Strongly agree,Agree,Agree,
R_DhHlz4BHkqkC9Bn,I lived in housing provided by CU for the entire year,Not sure,Likely,"Black or African American,Hispanic, Latin/a/o/x, or Spanish Origin,Native American, American Indian, or Alaska Native,Native Hawaiian or Pacific Islander,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,Program in Exploratory Studies,Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Strongly agree
R_V2pobValyhyiNON,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Agree,Slightly agree,Agree,Slightly disagree
R_C8t41xDUglN1oYN,I lived in housing provided by CU for the entire year,Not sure,Almost certain,,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_p3iuIPtFil7GQSt,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Strongly agree,Strongly agree,Slightly agree,Agree,Agree,Agree
R_O9jw8yWJhL2tMrv,I did not live in housing provided by CU this year,No,Certain,White or European American,Not sure,F,0,Program in Exploratory Studies,Strongly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
R_21BOW4yes6j7RZr,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_V1OJuzLTrQjCFxv,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3KIvGiqtFImWvD6,I lived in housing provided by CU for part of the year,Not sure,Certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Slightly disagree,Strongly agree,Agree,Agree
R_3EtncEkLY1BCOF1,I did not live in housing provided by CU this year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, federal loans (through Department of Education)",T,0,College Arts & Sciences UGRD,,Disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree
R_2R8oHzwsRHaDti6,I did not live in housing provided by CU this year,Yes,Certain,Asian or Asian American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Strongly agree
R_20NGnCcHodjLzki,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree
R_2VEpbDkbrA8Ngbp,I did not live in housing provided by CU this year,No,Likely,White or European American,No,T,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Agree
R_1Q3gpRMJFfnj5Hy,I lived in housing provided by CU for the entire year,Not sure,Likely,White or European American,"Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Strongly agree,Slightly agree,Agree,Strongly agree,Agree,Agree,Agree
R_2QrCKLZudBzYgXg,I lived in housing provided by CU for the entire year,Not sure,Likely,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree
R_2vZj1l0Szx2UdeI,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3g8bAQpwGRMr6dz,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3konB9v0dnQkUrf,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Disagree,Disagree,Slightly agree,Strongly disagree,,Disagree,Slightly agree
R_31HNM2TcXQCBLNB,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,,Slightly disagree,,Slightly agree,,Strongly disagree,Agree
R_eUJt7xQ4wnoCKT7,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1rwFid1DRWspA9a,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_25MJpBMLjXOVZ1o,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_26gUsvvqvokC1kE,I lived in housing provided by CU for the entire year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_31tlxFpnCeOG6O4,I lived in housing provided by CU for the entire year,Yes,Almost certain,,No,F,0,Leeds School of Business UGRD,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree
R_eG41HBfqbU30lOx,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Slightly agree,,Slightly disagree,Strongly agree
R_2rpfTNQuOODrHZU,I did not live in housing provided by CU this year,No,Almost certain,White or European American,Prefer not to state,T,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree
R_ym88ZbII215gTTz,I did not live in housing provided by CU this year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree
R_1FEBGMp18NhD6Rq,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree
R_7TCkxas12N0jecp,I lived in housing provided by CU for the entire year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_qO889HwXWRETGYF,I lived in housing provided by CU for the entire year,Yes,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,1,Leeds School of Business UGRD,Slightly disagree,Disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Strongly agree
R_1JPbtKMJSR9pAM0,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree
R_6hPH4MclDVOHVQt,I did not live in housing provided by CU this year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",T,1,Leeds School of Business UGRD,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree
R_3pupeUOiIgph3QM,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Pgm Environmental Design UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
R_25GwAvlo35uVdBM,I did not live in housing provided by CU this year,Yes,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,,,,,,,
R_1156m6sakiYn2Ju,I lived in housing provided by CU for the entire year,No,Unlikely,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
R_2f9Co8l5V6SB5Yx,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_1kY3ckvD4Yz5Pag,I lived in housing provided by CU for the entire year,Yes,Possible,White or European American,No,F,0,Leeds School of Business UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_1eW2Z4SVpXe9L0o,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Slightly disagree,Slightly agree,Agree,Agree
R_1HjJjVleao8vcsm,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2WHJ2quF1MxVDjH,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree
R_248YMbbnUj5tglE,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,1,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree
R_tSZt2aTXY7oZzfr,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,1,Leeds School of Business UGRD,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree
R_qWrIneAJOrw41wZ,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Leeds School of Business UGRD,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree
R_6tmPYGA9v22kIhP,I lived in housing provided by CU for the entire year,Yes,Almost certain,Asian or Asian American,No,F,0,College Arts & Sciences UGRD,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree
R_tQWe5DQqkbP8mU9,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Slightly agree,Agree,Agree,Slightly disagree,Slightly agree,Agree,Slightly agree
R_1Ej66iOLVJNtCqs,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Disagree
R_3HAehjAjK9kKlop,I lived in housing provided by CU for the entire year,Yes,Certain,Another race/ethnicity not listed above (please specify):,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
R_3k7GSrdB17O6o1s,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly disagree,Strongly disagree,Slightly disagree,Agree,Disagree,Disagree,Slightly agree
R_1f72LPoWKu5Sm7w,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree
R_1mIu6ACf4hWMJSW,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2xXlvKOKgeLedEM,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_1laZk7EDa2es6dN,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Pgm Environmental Design UGRD,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_3qOlGSx0xIH254m,I lived in housing provided by CU for the entire year,Yes,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2cCbqhsNlSwwlAY,I lived in housing provided by CU for the entire year,No,Certain,"Middle Eastern or North African,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Strongly agree,Agree,Agree,Slightly agree,Agree,Slightly agree
R_1GHOoXRO7eHArJr,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,,,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree
R_3QEKmbJHMmpk4MW,I lived in housing provided by CU for the entire year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American",No,F,0,Program in Exploratory Studies,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Agree
R_1QGSzTYJm02Zwb7,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree
R_232nyPDTU4MsroC,I did not live in housing provided by CU this year,Yes,Unlikely,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",T,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1Nh1ayQOT3nL3IY,I lived in housing provided by CU for the entire year,No,Certain,"Asian or Asian American,White or European American",Prefer not to state,F,0,College Arts & Sciences UGRD,Agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly disagree,
R_3ls548ycsdW9Psl,I lived in housing provided by CU for part of the year,No,Certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Disagree,Slightly agree,Slightly agree,Slightly agree
R_2zLUzIV3fJFlBOo,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree
R_ylOujQyiLF8uRHj,I did not live in housing provided by CU this year,No,Possible,"Asian or Asian American,Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",T,0,Program in Exploratory Studies,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree
R_D8CTGtpdVw8hSsF,I lived in housing provided by CU for the entire year,Not sure,Almost certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,,Agree,Agree,Slightly agree,Agree,Strongly agree,Strongly agree
R_1JL8ryr32gnPQOF,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
R_1DNCf5kkYxn2E4B,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,"Coll of Media,Comm&Info UGRD",Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree
R_2Y3reXoqsTh4rFw,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
R_3fvdLg5f1XZVmmz,I lived in housing provided by CU for the entire year,No,Certain,Prefer not to state,No,F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2w4U62yRMujNFDs,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Disagree,Disagree,Strongly agree,Slightly agree,Slightly agree,Agree,Slightly agree
R_1HiVOBTdKExDFxV,I lived in housing provided by CU for the entire year,No,Almost certain,"Native American, American Indian, or Alaska Native","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Program in Exploratory Studies,Agree,Agree,Strongly agree,Slightly agree,Agree,Slightly agree,Strongly agree
R_vjjca1Ujv2KSzbr,I did not live in housing provided by CU this year,No,Certain,Asian or Asian American,No,T,1,Coll Engineering & AppSci UGRD,Slightly agree,Agree,Agree,Agree,Slightly disagree,Strongly agree,Slightly disagree
R_XTezYfuWWBk22CR,I did not live in housing provided by CU this year,No,Certain,White or European American,No,T,1,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3PtWrEbgFKMM6Et,I did not live in housing provided by CU this year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",T,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_zTo8bhPGvnqPfi1,I did not live in housing provided by CU this year,Yes,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3fDW9oF1xdHXMNS,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_e4gmXCdL1oUtzUd,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_qJyoS965EZAvQPL,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_qEIg5SS4XX13b8d,I did not live in housing provided by CU this year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",T,0,School of Education UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_bQQcQUW3URqFp3H,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_eJ7lusEA1MgfAlj,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree
R_8wPDQGf1Ny0mmCB,I did not live in housing provided by CU this year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,Coll Engineering & AppSci UGRD,Slightly disagree,Agree,Agree,Agree,Agree,Agree,Agree
R_2zIVQUgtKILxidU,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Agree,Slightly agree,Slightly disagree
R_1KjYEF057CHpLKF,I lived in housing provided by CU for part of the year,No,Certain,White or European American,No,F,0,Program in Exploratory Studies,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Slightly disagree
R_qDC7rFiQ8nA5loB,I did not live in housing provided by CU this year,Yes,Certain,Prefer not to state,Prefer not to state,T,0,College Arts & Sciences UGRD,,Slightly disagree,Slightly agree,Slightly disagree,Agree,Agree,Agree
R_29sJbzwbuvjFvkd,I did not live in housing provided by CU this year,No,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, federal loans (through Department of Education)",T,1,Leeds School of Business UGRD,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree
R_vuTpIzcyxrAvPTX,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,No,F,0,Coll Engineering & AppSci UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_2fp5MHTaRqDfGxt,I did not live in housing provided by CU this year,No,Certain,White or European American,Not sure,T,0,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3GjL2wCVDxjhtUg,I lived in housing provided by CU for the entire year,Yes,Unlikely,Asian or Asian American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_5avEtIPFhYCdhx7,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_a3jCRdHfusC8B1f,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1PXJy6yAR0fd0PC,I lived in housing provided by CU for the entire year,No,Likely,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Pgm Environmental Design UGRD,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree
R_3hhTRLL9PgoGAkt,I did not live in housing provided by CU this year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American",No,T,1,College Arts & Sciences UGRD,Agree,Agree,Agree,,,,Agree
R_sCpRmLHO1Lf5gl3,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants",T,0,"Coll of Media,Comm&Info UGRD",,Slightly agree,,Disagree,Slightly agree,Slightly agree,
R_23dxI80kJSaqrd3,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Program in Exploratory Studies,Slightly agree,Agree,Agree,Agree,Strongly agree,Slightly agree,Agree
R_3D1pmp1ZKW0XEld,I lived in housing provided by CU for the entire year,Yes,Unlikely,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Disagree,Disagree,Slightly disagree,Slightly disagree,Slightly disagree
R_bsfirjizh9eaPTP,I lived in housing provided by CU for the entire year,Yes,Certain,"White or European American,Another race/ethnicity not listed above (please specify):","Yes, scholarships and/or grants",F,0,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree
R_XuBcc5XO5J16CL7,I did not live in housing provided by CU this year,No,Certain,Asian or Asian American,Not sure,T,0,College Arts & Sciences UGRD,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree,
R_2t08WgO8bgrDXVI,I lived in housing provided by CU for the entire year,No,Certain,Prefer not to state,Prefer not to state,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Slightly disagree
R_z38wJqxgaHX2imB,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Disagree
R_2TN4wD3yGyHpbzU,I lived in housing provided by CU for part of the year,No,Almost certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree
R_2eUnfVhTgqbPi7f,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2X6yTKmn0G0tFwV,I lived in housing provided by CU for the entire year,Not sure,Certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_1mx5rJMZfzkttx1,I did not live in housing provided by CU this year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,1,Coll Engineering & AppSci UGRD,,,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree
R_2D2egjattfb8nbz,I lived in housing provided by CU for the entire year,No,Unlikely,White or European American,No,F,0,Pgm Environmental Design UGRD,Strongly disagree,Strongly disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree
R_3NLkg9KIuUrq8EE,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1GxJn4dRP5Zo0dM,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Prefer not to state,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree
R_s7Hwl0MFCVgYj4Z,I lived in housing provided by CU for the entire year,No,Certain,"Black or African American,Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Program in Exploratory Studies,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree
